Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
443,117326168,13,614,192,0,47.23076923,63.88421016,2860,0,370.5454545,851.8231464,39.97403205,0.204557947,5101137.739,16800000.0,58800000,3,117000000,9777180.667,22700000.0,58800000,514,117000000,11700000.0,24600000.0,58900000,3,272,232,0.110802221,0.093755725,0,2860,187.6,576.067849,331854.1667,0,1,0,195.4166667,614,8192,351,12,20,192828.5,299346,86311,58400000.0,58800000,58100000,Normal Traffic
80,1720569,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6761.135415,5.230827709,215071.125,607830.181,1719374,39,673,336.5,406.5863992,624,49,1720493,344098.6,768802.36,1719374,50,72,132,1.743609236,3.487218472,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,31939403,18,1030,549,0,57.22222222,139.7243318,2796,0,1187.5,953.6510892,627.1250593,1.064515827,967860.697,5534262.628,31800000,0,31900000,1878788.412,7709606.115,31800000,0,121073,8071.533333,15064.17449,51515,57,588,520,0.563567203,0.500948624,0,2796,572.2857143,859.7571672,739182.3866,0,1,0,589.1176471,1030,65535,118,6,32,143004.0,143004,143004,31800000.0,31800000,31800000,Normal Traffic
52626,3,2,37,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,0,1,34.0,37,946,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,114,1,6,6,6,6.0,0.0,0,0,0.0,0.0,52631.5789473684,17543.8596491228,114.0,0.0,114,114,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,8771.9298245614,8771.9298245614,0,6,4.0,3.4641016151,12.0,1,0,0,6.0,6,0,65,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,162,2,86,43,43,43.0,0.0,71,71,71.0,0.0,1407407.407,24691.35802,54.0,87.46999486,155,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,64,64,12345.67901,12345.67901,43,71,54.2,15.33623161,235.2,0,0,0,67.75,86,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,12994,3,18,6,6,6.0,0.0,0,0,0.0,0.0,1385.254733,307.8343851,4331.333333,7479.580826,12968,2,12994,6497.0,9185.317088,12992,2,0,0.0,0.0,0,0,60,32,230.8757888,76.95859628,0,6,4.8,2.683281573,7.2,1,0,0,6.0,18,0,235,2,20,0.0,0,0,0.0,0,0,DoS
443,5615384,9,384,191,0,42.66666667,76.89440812,1418,0,680.0,666.0342334,794.9589912,2.671233169,401098.8571,1042230.8,3537071,1,5615384,701923.0,1332675.127,3537079,1,3614025,722805.0,1594230.852,3574512,48,296,200,1.602739902,1.068493268,0,1418,279.0,504.0263221,254042.5333,0,1,0,297.6,384,29200,349,3,32,0.0,0,0,0.0,0,0,Normal Traffic
51918,60,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,16666.66667,16666.66667,0,0,0.0,0.0,0.0,0,0,1,0.0,0,362,418,0,32,0.0,0,0,0.0,0,0,Normal Traffic
9900,55,1,2,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,59135,1,53,53,53,53.0,0.0,69,69,69.0,0.0,2063.076013,33.82091824,59135.0,0.0,59135,59135,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,16.91045912,16.91045912,53,69,58.33333333,9.237604307,85.33333333,0,0,0,87.5,53,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30750597,2,98,58,40,49.0,12.72792206,282,56,169.0,159.8061325,14.17858652,0.130078775,10300000.0,17700000.0,30700000,30426,30700000,30700000.0,0.0,30700000,30700000,30700000,30700000.0,0.0,30700000,30700000,52,52,0.065039388,0.065039388,40,282,98.8,102.6898242,10545.2,0,0,0,123.5,98,-1,-1,1,20,30426.0,30426,30426,30700000.0,30700000,30700000,Normal Traffic
3268,42,1,0,0,0,0.0,0.0,6,0,3.0,3.464101615,285714.2857,119047.619,10.5,17.69180601,37,1,0,0.0,0.0,0,0,5,1.666666667,1.154700538,3,1,32,104,23809.52381,95238.09524,0,6,2.0,3.098386677,9.6,0,0,1,2.4,0,548,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,37,2,31,31,0,15.5,21.92031022,0,0,0.0,0.0,837837.8378,54054.05405,37.0,0.0,37,37,37,37.0,0.0,37,37,0,0.0,0.0,0,0,64,0,54054.05405,0.0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,31.0,31,1535,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23379,1,43,43,43,43.0,0.0,59,59,59.0,0.0,4362.8897728731,85.5468582916,23379.0,0.0,23379,23379,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,42.7734291458,42.7734291458,43,59,48.3333333333,9.237604307,85.3333333333,0,0,0,72.5,43,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
56247,4,2,31,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,40,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,31.0,31,69,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,6018531,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.996921009,1203706.2,2158675.849,4989495,80,6018531,2006177.0,2627737.131,4989495,35078,993953,993953.0,0.0,993953,993953,136,80,0.664614006,0.332307003,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,375888,1,43,43,43,43.0,0.0,43,43,43.0,0.0,228.7915549313,5.3207338356,375888.0,0.0,375888,375888,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,2.6603669178,2.6603669178,43,43,43.0,0.0,0.0,0,0,0,64.5,43,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,117426,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.0320031339,117426.0,0.0,117426,117426,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,8.5160015669,8.5160015669,0,0,0.0,0.0,0.0,0,0,1,0.0,0,229,227,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,246075,4,128,32,32,32.0,0.0,105,105,105.0,0.0,1373.56497,24.38281012,49215.0,93774.24369,215258,3,30813,10271.0,17783.83167,30806,3,4,4.0,0.0,4,4,104,64,16.25520675,8.127603373,32,105,52.85714286,35.62035266,1268.809524,0,0,0,61.66666667,128,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,176,2,68,34,34,34.0,0.0,50,50,50.0,0.0,954545.454545455,22727.2727272727,58.6666666667,60.0860494069,123,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,80,80,11363.6363636364,11363.6363636364,34,50,40.4,8.7635609201,76.8,0,0,0,50.5,68,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
80,46090137,8,700,664,0,87.5,232.9506385482,643,0,81.875,226.7449400916,29.398914566,0.3471458547,3072675.8,4582344.80801565,10098691,47,40292653,5756093.28571429,5340774.41793556,10098691,242,46075045,6582149.28571429,4735218.22372112,10163521,15563,172,220,0.1735729273,0.1735729273,0,664,79.7058823529,216.0196069532,46664.4705882353,0,1,0,84.6875,700,8192,30,7,20,46458.5,140407,15047,10026704.75,10098691,10000508,Normal Traffic
21,8247304,9,107,22,0,11.88888889,9.518986874,34,0,12.53333333,14.54975045,35.76926472,2.910041876,358578.4348,919626.064,3012040,3,5979864,747483.0,1344048.139,3057480,3,8247238,589088.4286,1133578.372,3012040,3,296,488,1.091265703,1.818776172,0,34,11.8,12.64252085,159.8333333,0,1,0,12.29166667,107,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
52742,21418,4,109,66,6,27.25,28.394541729,6,6,6.0,0.0,5369.3155289943,233.4485012606,5354.5,10644.357895148,21321,0,21418,7139.3333333333,12324.1422149103,21370,0,0,0.0,0.0,0,0,80,20,186.7588010085,46.6897002521,6,66,20.1666666667,24.5798020063,604.1666666667,0,0,1,24.2,109,62,0,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,2691514,11,1551,965,0,141.0,295.0515209,1509,2,910.7857143,699.3475177,5313.737919,9.288452522,112146.4167,302858.6882,1369096,1,2691274,269127.4,434817.0124,1369096,181,2658803,204523.3077,463582.3181,1601445,1,232,284,4.086919109,5.201533412,0,1509,550.0769231,669.1368723,447744.1538,0,1,0,572.08,1551,8192,8190,10,20,0.0,0,0,0.0,0,0,Normal Traffic
443,93556004,50,1700,573,0,34.0,111.1000652106,4380,0,1732.8529411765,862.8732506618,1277.6732105831,1.2612766146,799623.965811966,5851343.40295456,45013442,3,93533799,1908853.04081633,8979326.2900992,45038519,166,93529833,1395967.65671642,7722648.10292923,45035647,3,1012,1396,0.5344392435,0.7268373711,0,4380,1004.487394958,1068.2874055103,1141237.98077197,0,1,0,1013.0,1700,8192,127,49,20,1819906.0,3614735,25077,44946993.5,45013442,44880545,Normal Traffic
53,78608,1,43,43,43,43.0,0.0,59,59,59.0,0.0,1297.577855,25.44270303,78608.0,0.0,78608,78608,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,12.72135152,12.72135152,43,59,48.33333333,9.237604307,85.33333333,0,0,0,72.5,43,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5554319,2,12,6,6,6.0,0.0,0,0,0.0,0.0,2.1604808798,0.54012022,2777159.5,3893641.77130363,5530380,23939,5554319,5554319.0,0.0,5554319,5554319,0,0.0,0.0,0,0,40,32,0.3600801466,0.1800400733,0,6,4.5,3.0,9.0,0,0,1,6.0,12,256,294,1,20,0.0,0,0,0.0,0,0,Normal Traffic
52298,68,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29411.76471,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,14705.88235,14705.88235,0,0,0.0,0.0,0.0,0,0,1,0.0,0,128,302,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,16820762,11,2464,607,0,224.0,303.6570434,246,0,111.6666667,126.7428499,206.2332253,1.189006776,885303.2632,2454023.44,9980012,21,12000000,1204586.9,3091325.627,9980012,70,16600000,2077740.125,3661878.425,10200000,527,240,192,0.653953727,0.535053049,0,607,165.1904762,238.9248039,57085.0619,0,1,0,173.45,2464,29200,152,10,20,1847306.0,1847306,1847306,9980012.0,9980012,9980012,Normal Traffic
443,5561805,5,123,46,0,24.6,23.27659769,46,46,46.0,0.0,30.38581899,1.078786473,1112361.0,2436577.107,5470869,3,5561805,1390451.25,2720581.483,5470869,3,0,0.0,0.0,0,0,100,20,0.898988728,0.179797746,0,46,30.71428571,21.68497395,470.2380952,0,0,1,35.83333333,123,258,373,2,20,87701.0,87701,87701,5470869.0,5470869,5470869,Normal Traffic
53,149,2,78,39,39,39.0,0.0,88,88,88.0,0.0,1704697.98657718,26845.6375838926,49.6666666667,79.9645754902,142,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,13422.8187919463,13422.8187919463,39,88,58.6,26.8384053178,720.3,0,0,0,73.25,78,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
42006,33,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,30303.0303,30303.0303,0,0,0.0,0.0,0.0,0,0,1,0.0,0,252,332,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,2031962,4,24,6,6,6.0,0.0,0,0,0.0,0.0,11.8112445,1.96854075,677320.6667,1172283.559,2030957,3,2031962,677320.6667,1172283.559,2030957,3,0,0.0,0.0,0,0,80,0,1.96854075,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
53,25257,4,168,42,42,42.0,0.0,81,81,81.0,0.0,19479.74819,316.743873,3608.142857,8993.121305,23986,1,25045,8348.333333,14456.27342,25041,1,1268,422.6666667,688.2807082,1217,3,80,80,158.3719365,158.3719365,42,81,59.33333333,20.55480479,422.5,0,0,0,66.75,168,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,123160,2,70,35,35,35.0,0.0,202,202,202.0,0.0,3848.65216,32.4780773,41053.33333,71022.45469,123063,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,64,64,16.23903865,16.23903865,35,202,101.8,91.4696671,8366.7,0,0,0,127.25,70,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,87936833,8,56,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,132.6292931,0.159205188,6764371.769,24000000.0,86600000,2,87200000,12500000.0,32700000.0,86600000,152,728619,145723.8,325338.6953,727707,2,172,132,0.090974393,0.068230795,0,4380,777.9333333,1627.46176,2648631.781,0,0,1,833.5,56,256,229,6,20,559373.0,559373,559373,86600000.0,86600000,86600000,DDoS
80,115310248,16,569,558,0,35.5625,139.3173685,558,0,42.92307692,154.7613547,9.773632609,0.251495426,4118223.143,4897100.468,10000000,155,115000000,7687349.867,4169956.9,10000000,35728,111000000,9210697.917,2870083.523,10000000,96972,332,264,0.138756097,0.112739329,0,558,37.56666667,141.4702804,20013.84023,0,1,0,38.86206897,569,8192,8190,12,20,48820.90909,179623,35484,9999200.364,10000000,9954292,Normal Traffic
443,135866,10,1139,885,0,113.9,275.4130030014,597,0,147.0,258.557537117,13793.0019283706,110.402896972,9704.7142857143,15208.949123807,36917,45,135866,15096.2222222222,20922.3256162991,52485,48,91427,22856.75,17916.1367185191,37319,273,332,168,73.6019313147,36.8009656573,0,885,117.125,254.0818437695,64557.5833333333,0,1,0,124.9333333333,1139,65535,362,5,32,0.0,0,0,0.0,0,0,Normal Traffic
53,131775,1,46,46,46,46.0,0.0,110,110,110.0,0.0,1183.836084,15.1773857,131775.0,0.0,131775,131775,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,44,7.588692848,7.588692848,46,110,67.33333333,36.95041723,1365.333333,0,0,0,101.0,46,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
311,79,1,0,0,0,0.0,0.0,6,6,6.0,0.0,75949.36709,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,12658.22785,12658.22785,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
53,319674,1,55,55,55,55.0,0.0,55,55,55.0,0.0,344.1005524,6.256373681,319674.0,0.0,319674,319674,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,3.12818684,3.12818684,55,55,55.0,0.0,0.0,0,0,0,82.5,55,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,16013701,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1248930525,16013701.0,0.0,16013701,16013701,16013701,16013701.0,0.0,16013701,16013701,0,0.0,0.0,0,0,64,0,0.1248930525,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,33304,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,3813298,8,965,627,0,120.625,216.4947624,1590,0,611.3333333,722.8871742,1214.95881,3.671362689,293330.6154,677628.2164,1917240,16,3778877,539839.5714,874411.9815,1917240,210,3774023,754804.6,1009724.445,1964100,216,180,132,2.097921537,1.573441153,0,1590,308.8666667,525.677368,276336.6952,0,1,0,330.9285714,965,29200,133,7,20,0.0,0,0,0.0,0,0,Normal Traffic
80,4083940,4,24,6,6,6.0,0.0,0,0,0.0,0.0,5.876677914,0.979446319,1361313.333,2357454.229,4083467,203,4083940,1361313.333,2357454.229,4083467,203,0,0.0,0.0,0,0,80,0,0.979446319,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,30310320,8,686,355,0,85.75,150.2291107,1000,0,167.625,355.272104,66.87491257,0.527873015,2020688.0,4093551.11,9994277,46,30200000,4319647.286,5277449.899,10000000,387,30300000,4323449.286,5347864.838,10000000,6016,172,208,0.263936507,0.263936507,0,1000,119.2352941,260.2197459,67714.31618,0,1,0,126.6875,686,8192,114,7,20,149912.3333,356748,46313,9929264.667,9994277,9799591,Normal Traffic
443,50905,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,98.22217857,12726.25,24827.20057,49962,3,943,471.5,662.559054,940,3,50010,50010.0,0.0,50010,50010,60,64,58.93330714,39.28887143,0,0,0.0,0.0,0.0,1,0,0,0.0,0,0,61,0,20,0.0,0,0,0.0,0,0,Normal Traffic
55040,235,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8510.638298,235.0,0.0,235,235,235,235.0,0.0,235,235,0,0.0,0.0,0,0,40,0,8510.638298,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,511,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30420,1,46,46,46,46.0,0.0,62,62,62.0,0.0,3550.2958579882,65.7462195924,30420.0,0.0,30420,30420,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,32.8731097962,32.8731097962,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,77.0,46,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,47333,2,76,38,38,38.0,0.0,247,247,247.0,0.0,12042.33833,84.50763738,15777.66667,27321.65812,47326,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,40,42.25381869,42.25381869,38,247,121.6,114.4740145,13104.3,0,0,0,152.0,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,85213228,7,349,349,0,49.85714286,131.9096011,5792,0,1932.5,2362.781391,140.1660315,0.152558474,7101102.333,24600000.0,85100000,0,85100000,14200000.0,34700000.0,85100000,0,149473,29894.6,59668.97442,136173,3,232,200,0.08214687,0.070411603,0,5792,853.1428571,1759.652057,3096375.363,0,0,1,918.7692308,349,274,235,1,32,3.0,3,3,85100000.0,85100000,85100000,DoS
443,118182631,15,926,284,0,61.73333333,86.44772712,1460,0,294.9411765,497.81968,50.26119278,0.270767369,3812342.935,14600000.0,58700000,1,118000000,8441616.5,21200000.0,58700000,4,118000000,7367875.125,20100000.0,59000000,1,312,352,0.126922204,0.143845165,0,1460,180.0,376.5225757,141769.25,0,1,0,185.625,926,8192,127,14,20,352454.5,409254,295655,58600000.0,58700000,58500000,Normal Traffic
443,61145273,14,731,356,0,52.21428571,103.9690624,4053,0,395.0,1164.509573,89.47543664,0.425216844,2445810.92,4335292.897,10000000,77,61100000,4703482.538,5149365.486,10100000,570,61100000,5553976.273,5171338.024,10100000,5581,292,324,0.228962916,0.196253928,0,4053,202.6296296,781.0080837,609973.6268,0,1,0,210.4230769,731,8192,66,13,20,75272.66667,196872,50778,10000000.0,10000000,10000000,Normal Traffic
53,221,2,72,36,36,36.0,0.0,135,135,135.0,0.0,1547511.312,18099.54751,73.66666667,88.34213793,172,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,40,40,9049.773756,9049.773756,36,135,75.6,54.22453319,2940.3,0,0,0,94.5,72,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,149647,3,352,352,0,117.3333333,203.2272948,4344,0,1932.5,1977.812908,79834.54396,60.14153307,18705.875,47348.29933,135272,5,14013,7006.5,9901.616257,14008,5,149558,29911.6,59202.99537,135272,55,104,200,20.04717769,40.09435538,0,4344,1194.7,1758.057011,3090764.456,0,1,0,1327.444444,352,29200,235,1,32,0.0,0,0,0.0,0,0,DoS
54970,20,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,972,351,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,58812,3,438,438,0,146.0,252.8794179051,860,0,215.0,430.0,22070.3257838536,119.0233285724,9802.0,11613.3246230354,23965,4,34532,17266.0,9103.2927009956,23703,10829,35166,11722.0,20030.889720629,34851,4,104,136,51.0099979596,68.0133306128,0,860,162.25,320.9012976869,102977.642857143,0,1,0,185.4285714286,438,29200,31,1,32,0.0,0,0,0.0,0,0,Normal Traffic
64060,71,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.014084507,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,14084.5070422535,14084.5070422535,0,0,0.0,0.0,0.0,0,0,1,0.0,0,60,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,223,2,64,32,32,32.0,0.0,79,79,79.0,0.0,995515.6951,17937.21973,74.33333333,89.45576188,174,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,64,64,8968.609865,8968.609865,32,79,50.8,25.7429602,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,95624,1,67,67,67,67.0,0.0,204,204,204.0,0.0,2834.016565,20.9152514,95624.0,0.0,95624,95624,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,10.4576257,10.4576257,67,204,112.6666667,79.09698688,6256.333333,0,0,0,169.0,67,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,40676,3,26,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,285991.7396,196.6761727,5810.857143,14868.38353,39524,5,791,395.5,523.9661249,766,25,40661,10165.25,19576.63033,39524,5,72,112,73.75356476,122.9226079,0,10135,1292.555556,3350.634907,11200000.0,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,5191787,5,123,46,0,24.6,23.27659769,46,46,46.0,0.0,32.55141245,1.155671448,1038357.4,2283920.874,5123800,3,5191787,1297946.75,2550650.306,5123800,3,0,0.0,0.0,0,0,160,32,0.96305954,0.192611908,0,46,30.71428571,21.68497395,470.2380952,0,0,1,35.83333333,123,354,179,2,32,49430.0,49430,49430,5123800.0,5123800,5123800,Normal Traffic
53,80995,1,50,50,50,50.0,0.0,66,66,66.0,0.0,1432.187172,24.69288228,80995.0,0.0,80995,80995,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,12.34644114,12.34644114,50,66,55.33333333,9.237604307,85.33333333,0,0,0,83.0,50,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,92635,2,88,44,44,44.0,0.0,93,93,93.0,0.0,2957.845307,43.18022346,30878.33333,53438.67963,92584,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,64,64,21.59011173,21.59011173,44,93,63.6,26.83840532,720.3,0,0,0,79.5,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,31439,4,180,45,45,45.0,0.0,61,61,61.0,0.0,9605.9034956583,190.8457648144,6287.8,13451.6100969364,30336,3,30343,10114.3333333333,17512.4770473321,30336,3,4,4.0,0.0,4,4,80,40,127.2305098763,63.6152549381,45,61,49.5714285714,7.8072005836,60.9523809524,0,0,0,57.8333333333,180,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,117589230,36,991,209,0,27.52777778,54.39405751,3271,0,1232.418605,858.0742901,459.0981674,0.671830235,1507554.231,9337513.523,59000000,0,118000000,3359692.286,13800000.0,59000000,1,118000000,2799112.31,12700000.0,59000000,1,740,872,0.306150487,0.365679748,0,3271,674.8125,871.0252666,758685.015,0,1,0,683.3544304,991,29200,292,35,20,85854.0,148125,23583,58700000.0,59000000,58400000,Normal Traffic
80,101087671,8,710,355,0,88.75,164.3330677,5792,0,1932.5,2181.008184,121.7260214,0.138493645,7775974.692,27900000.0,101000000,1,101000000,14400000.0,38100000.0,101000000,1,346184,69236.8,99607.48137,216730,47,264,200,0.079139226,0.059354419,0,5792,820.3333333,1611.325305,2596369.238,0,0,1,878.9285714,710,251,235,2,32,1007.0,1007,1007,101000000.0,101000000,101000000,DoS
80,5547784,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.081512907,1109556.8,1693837.983,3990798,60,5547784,1849261.333,1920009.832,3990798,281700,1275262,1275262.0,0.0,1275262,1275262,136,80,0.721008605,0.360504302,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,11584,0,32,0.0,0,0,0.0,0,0,Normal Traffic
60058,9709,12,15598,1418,0,1299.833333,409.3413409,6,6,6.0,0.0,1613348.44,2368.936039,441.3181818,1096.777504,4683,2,9709,882.6363636,1456.213396,4693,187,6997,699.7,1423.837932,4731,2,384,220,1235.966629,1132.96941,0,1418,652.6666667,719.1477242,517173.4493,0,0,1,681.0434783,15598,349,0,11,32,0.0,0,0,0.0,0,0,Normal Traffic
53,27434660,2,108,56,52,54.0,2.8284271247,112,68,90.0,31.1126983722,10.497669736,0.1458009686,9144886.66666667,15709142.6087265,27284242,73606,27357848,27357848.0,0.0,27357848,27357848,27361054,27361054.0,0.0,27361054,27361054,60,52,0.0729004843,0.0729004843,52,112,68.8,24.883729624,619.2,0,0,0,86.0,108,-1,-1,1,20,73606.0,73606,73606,27284242.0,27284242,27284242,Normal Traffic
53,18780961,2,106,60,46,53.0,9.899494937,132,76,104.0,39.59797975,16.71905926,0.212981647,6260320.333,10700000.0,18600000,23356,18600000,18600000.0,0.0,18600000,18600000,18800000,18800000.0,0.0,18800000,18800000,52,52,0.106490823,0.106490823,46,132,74.8,33.69272919,1135.2,0,0,0,93.5,106,-1,-1,1,20,23356.0,23356,23356,18600000.0,18600000,18600000,Normal Traffic
53,135934,1,54,54,54,54.0,0.0,143,143,143.0,0.0,1449.2327158768,14.7130224962,135934.0,0.0,135934,135934,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,7.3565112481,7.3565112481,54,143,83.6666666667,51.3841739579,2640.3333333333,0,0,0,125.5,54,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,232399,10,553,196,0,55.3,71.70471858,1430,0,643.5714286,694.3108951,21764.29331,73.15005658,14524.9375,21524.87961,69154,3,232399,25822.11111,23518.31954,69154,3,109651,18275.16667,29889.73535,71252,48,212,152,43.02944505,30.12061153,0,1430,281.0,511.4714643,261603.0588,0,1,0,297.5294118,553,8192,343,9,20,0.0,0,0,0.0,0,0,Normal Traffic
